263644  , -192002     , array([ 0.471826   ,  0.0154651  ,  0.00167457 ,  0.000162903,  0.0893467  ])
264124  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264125  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264126  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264127  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264128  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264129  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264130  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264131  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264132  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264133  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264134  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264135  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264136  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264137  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264138  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264139  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264140  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264141  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264142  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264143  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264144  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264145  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264146  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264147  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264148  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264149  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264150  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264151  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264152  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264153  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264154  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264155  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264156  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264157  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264158  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264159  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264160  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264161  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264162  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264163  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264164  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264165  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264166  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264167  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264168  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264169  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264170  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264171  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264172  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264173  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264174  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264175  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264176  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264177  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264178  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264179  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264180  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264181  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264182  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264183  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264184  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264185  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264186  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264187  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264188  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264189  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264190  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264191  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264192  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264193  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264194  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264195  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264196  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264197  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264198  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264199  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264200  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264201  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264202  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264203  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264204  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264205  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264206  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264207  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264208  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264209  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264210  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264211  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264212  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264213  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264214  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264215  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264216  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264217  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264218  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264219  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264220  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264221  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264222  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264223  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264224  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264225  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264226  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264227  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264228  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264229  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264230  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264231  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264232  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264233  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264234  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264235  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264236  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264237  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264238  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264239  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264240  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264241  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264242  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264243  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264244  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264245  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264246  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264247  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264248  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264249  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264250  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264251  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264252  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264253  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264254  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264255  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264256  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264257  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264258  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264259  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264260  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264261  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264262  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264263  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264264  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264265  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264266  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264267  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264268  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264269  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264270  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264271  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264272  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264273  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264274  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264275  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264276  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264277  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264278  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264279  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264280  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264281  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264282  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264283  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264284  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264285  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264286  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264287  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264288  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264289  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264290  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264291  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264292  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264293  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264294  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264295  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264296  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264297  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264298  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264299  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264300  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264301  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264302  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264303  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264304  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264305  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264306  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264307  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264308  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264309  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264310  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264311  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264312  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264313  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264314  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264315  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264316  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264317  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264318  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264319  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264320  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264321  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264322  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264323  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264324  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264325  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264326  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264327  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264328  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264329  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264330  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264331  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264332  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264333  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264334  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264335  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264336  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264337  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264338  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264339  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264340  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264341  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264342  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264343  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264344  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264345  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264346  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264347  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264348  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264349  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264350  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264351  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264352  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264353  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264354  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264355  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264356  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264357  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264358  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264359  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
